"id","date","elapsed.time","day","time.orig","time","vol","pres.init","pres.resid","mass.init","mass.final","notes","date.time","start.time","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.vent","cmass.leak","xCH4","vol.hs","temperature","pressure","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4","method","pres.init.abs","pres.resid.abs","rh.resid","pres.resid.prev","rh.resid.prev","temp.prev","massloss","cmassloss","descrip","pid"
"A1","14022017",0,0,1230,"1230",0,0,0,385.27,385.27,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,0,0,0,0,0,190.544,20,101.325,0,0,0,0,NA,NA,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.vol"
"A1","15022017",0.874305555555556,1,1016,"0929",187,92.2,0.3,385.26,385.04,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.229999999999961,0.21999999999997,0.00999999999999091,0.229999999999961,0.21999999999997,0.00999999999999091,0.4615,190.544,20,101.325,170.208159830077,78.7360917380011,170.208159830077,78.7360917380011,194.678117676975,90.0555775240044,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.vol"
"A1","16022017",2.01388888888889,2,1325,"1250",201,99.1,0.3,385.04,384.8,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,0.240000000000009,0.240000000000009,0,0.46999999999997,0.45999999999998,0.00999999999999091,0.5443,190.544,20,101.325,182.951016715751,99.7786604066765,353.159176545828,178.514752144678,160.542025637222,87.5571425872115,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.vol"
"A1","17022017",2.85,3,932,"0854",165,77.7,0.4,384.8,384.62,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,0.180000000000007,0.180000000000007,0,0.649999999999977,0.639999999999986,0.00999999999999091,0.5829,190.544,20,101.325,150.183670438303,87.7016939985363,503.342846984132,266.216446143214,179.621665640496,104.892391493266,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.vol"
"A1","18022017",4.15138888888889,4,1644,"1608",257,125.5,0.4,384.6,384.36,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,0.259999999999991,0.240000000000009,0.0199999999999818,0.909999999999968,0.879999999999995,0.0299999999999727,0.6854,190.544,20,101.325,233.922444258448,160.550859995716,737.26529124258,426.767306138929,179.748302952063,123.36885720055,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.vol"
"A1","19022017",5.14513888888889,5,1634,"1559",230,108.7,0.3,384.36,384.12,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,0.240000000000009,0.240000000000009,0,1.14999999999998,1.12,0.0299999999999727,0.727,190.544,20,101.325,209.346934550362,152.376753968071,946.612225792942,579.144060107001,210.663581937471,153.33509833265,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.vol"
"A1","20022017",5.93194444444444,6,1121,"1052",171,82.3,0.3,384.13,383.97,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,0.149999999999977,0.159999999999968,-0.00999999999999091,1.29999999999995,1.27999999999997,0.0199999999999818,0.7242,190.544,20,101.325,155.644894817878,112.853859111322,1102.25712061082,691.997919218322,197.818754225723,143.43297186258,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.vol"
"A1","21022017",7.13194444444444,7,1605,"1540",124,58.7,0.3,383.98,383.86,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,0.110000000000014,0.120000000000005,-0.00999999999999091,1.40999999999997,1.39999999999998,0.00999999999999091,0.720420850708924,190.544,20,101.325,112.865303844543,81.4098423564344,1215.12242445536,773.407761574756,94.0544198704526,67.8415352970286,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.vol"
"A1","23022017",9.11111111111111,9,1531,"1510",102,48.5,0.1,383.85,383.75,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,0.110000000000014,0.100000000000023,0.00999999999999091,1.51999999999998,1.5,0.0199999999999818,0.714187878787879,190.544,20,101.325,92.8408144527694,66.3885875570258,1307.96323890813,839.796349131782,46.9090430919256,33.5437073972341,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.vol"
"A1","01032017",15.2194444444444,15,1750,"1746",158,76.4,0.2,383.74,383.59,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,0.160000000000025,0.150000000000034,0.00999999999999091,1.68000000000001,1.65000000000003,0.0299999999999727,0.694950959132611,190.544,20,101.325,143.812241995466,100.07567609588,1451.7754809036,939.872025227662,23.5436139692441,16.3834667551236,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.vol"
"A1","07032017",20.9194444444444,21,1104,"1034",103,49.2,0.3,383.57,383.48,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,0.109999999999957,0.089999999999975,0.0199999999999818,1.78999999999996,1.74000000000001,0.0499999999999545,0.677,190.544,20,101.325,93.7510185160318,63.5590281691739,1545.52649941963,1003.43105339684,16.4475471080758,11.1507066963463,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.vol"
"A1","17032017",30.96875,31,1224,"1145",119,51.4,0.1,383.47,383.35,NA,2017-03-17 11:45:00,2017-02-14 12:30:00,0.129999999999995,0.120000000000005,0.00999999999999091,1.91999999999996,1.86000000000001,0.0599999999999454,0.677,190.544,20,101.325,108.314283528231,73.4322752634145,1653.84078294786,1076.86332866025,10.7782854177771,7.30719897583559,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.vol"
"A1","06042017",50.8645833333333,51,940,"0915",135,66.8,0.2,383.33,383.2,NA,2017-04-06 09:15:00,2017-02-14 12:30:00,0.150000000000034,0.129999999999995,0.0200000000000387,2.06999999999999,1.99000000000001,0.0799999999999841,0.677,190.544,20,101.325,122.87754854043,83.3055223576551,1776.71833148829,1160.16885101791,6.17604432454517,4.18708384624863,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.vol"
"A1","16042017",60.9166666666667,61,1100,"1030",64,31.7,0.2,383.16,383.09,NA,2017-04-16 10:30:00,2017-02-14 12:30:00,0.110000000000014,0.07000000000005,0.0399999999999636,2.18000000000001,2.06000000000006,0.119999999999948,0.677,190.544,20,101.325,58.2530600487965,39.4929883769624,1834.97139153709,1199.66183939487,5.79512307221188,3.92883614941802,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.vol"
"A1","16022017",2.01388888888889,2,1325,"1250",201,99.1,0.3,385.04,384.8,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,0.240000000000009,0.240000000000009,0,0.46999999999997,0.45999999999998,0.00999999999999091,0.542796886684858,NA,20,101.325,182.951016715751,99.3052422891393,353.159176545828,194.311832275464,160.542025637222,87.1417116979651,"gd",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.gd"
"A1","17022017",2.85,3,932,"0854",165,77.7,0.4,384.8,384.62,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,0.180000000000007,0.180000000000007,0,0.649999999999977,0.639999999999986,0.00999999999999091,0.633130792112535,NA,20,101.325,150.183670438303,95.0859062269709,503.342846984132,289.397738502435,179.621665640496,113.72400744754,"gd",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.gd"
"A1","18022017",4.15138888888889,4,1644,"1608",257,125.5,0.4,384.6,384.36,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,0.259999999999991,0.240000000000009,0.0199999999999818,0.909999999999968,0.879999999999995,0.0299999999999727,0.770712863516513,NA,20,101.325,233.922444258448,180.287036855211,737.26529124258,469.684775357646,179.748302952063,138.534329280418,"gd",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.gd"
"A1","19022017",5.14513888888889,5,1634,"1559",230,108.7,0.3,384.36,384.12,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,0.240000000000009,0.240000000000009,0,1.14999999999998,1.12,0.0299999999999727,0.674680254334417,NA,20,101.325,209.346934550362,141.242243046569,946.612225792942,610.927018404215,210.663581937471,142.130559040573,"gd",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.gd"
"A1","20022017",5.93194444444444,6,1121,"1052",171,82.3,0.3,384.13,383.97,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,0.149999999999977,0.159999999999968,-0.00999999999999091,1.29999999999995,1.27999999999997,0.0199999999999818,0.769118213302868,NA,20,101.325,155.644894817878,119.709323412039,1102.25712061082,730.636341816254,197.818754225723,152.146006807887,"gd",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.gd"
"A1","21022017",7.13194444444444,7,1605,"1540",124,58.7,0.3,383.98,383.86,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,0.110000000000014,0.120000000000005,-0.00999999999999091,1.40999999999997,1.39999999999998,0.00999999999999091,0.741025363366134,NA,20,101.325,112.865303844543,83.6360527928317,1215.12242445536,814.272394609086,94.0544198704526,69.6967106606931,"gd",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.gd"
"A1","23022017",9.11111111111111,9,1531,"1510",102,48.5,0.1,383.85,383.75,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,0.110000000000014,0.100000000000023,0.00999999999999091,1.51999999999998,1.5,0.0199999999999818,0.729943754740485,NA,20,101.325,92.8408144527694,67.7685726948191,1307.96323890813,882.040967303905,46.9090430919256,34.2409630458034,"gd",NA,NA,NA,NA,NA,NA,NA,NA,"A","A1.gd"
"A1","14022017",0,0,1230,"1230",0,0,0,385.27,385.27,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,0,0,0,0,NA,190.544,30,150,0,0,0,0,NA,NA,"grav",NA,NA,NA,NA,NA,NA,0,0,"A","A1.grav"
"A1","15022017",0.874305555555556,1,1016,"0929",187,92.2,0.3,385.26,385.04,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.229999999999961,0.21999999999997,0.00999999999999091,0.229999999999961,0.21999999999997,0.00999999999999091,0.4615,190.544,30,150,170.112941451711,78.6920449485774,170.112941451711,78.6920449485774,194.569210238652,90.0051983526223,"grav",NA,NA,NA,NA,NA,NA,0.229999999999961,0.229999999999961,"A","A1.grav"
"A1","16022017",2.01388888888889,2,1325,"1250",201,99.1,0.3,385.04,384.8,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,0.240000000000009,0.240000000000009,0,0.46999999999997,0.45999999999998,0.00999999999999091,0.5443,190.544,30,150,182.727703009745,99.6568685585863,352.840644461455,178.348913507164,160.346064798314,87.4502685706059,"grav",NA,NA,NA,NA,NA,NA,0.240000000000009,0.46999999999997,"A","A1.grav"
"A1","17022017",2.85,3,932,"0854",165,77.7,0.4,384.8,384.62,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,0.180000000000007,0.180000000000007,0,0.649999999999977,0.639999999999986,0.00999999999999091,0.5829,190.544,30,150,142.310461062761,83.1040316999317,495.151105524216,261.452945207095,170.20520259998,99.3935262856326,"grav",NA,NA,NA,NA,NA,NA,0.180000000000007,0.649999999999977,"A","A1.grav"
"A1","18022017",4.15138888888889,4,1644,"1608",257,125.5,0.4,384.6,384.36,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,0.259999999999991,0.240000000000009,0.0199999999999818,0.909999999999968,0.879999999999995,0.0299999999999727,0.6854,190.544,30,150,228.894733580609,157.100129666287,724.045839104825,418.553074873382,175.884960702282,120.71728213418,"grav",NA,NA,NA,NA,NA,NA,0.259999999999991,0.909999999999968,"A","A1.grav"
"A1","19022017",5.14513888888889,5,1634,"1559",230,108.7,0.3,384.36,384.12,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,0.240000000000009,0.240000000000009,0,1.14999999999998,1.12,0.0299999999999727,0.727,190.544,30,150,221.485436610068,161.211970714213,945.531275714893,579.765045587595,222.878426777427,162.225882479711,"grav",NA,NA,NA,NA,NA,NA,0.240000000000009,1.14999999999998,"A","A1.grav"
"A1","20022017",5.93194444444444,6,1121,"1052",171,82.3,0.3,384.13,383.97,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,0.149999999999977,0.159999999999968,-0.00999999999999091,1.29999999999995,1.27999999999997,0.0199999999999818,0.7242,190.544,30,150,137.980221663495,100.045687421881,1083.51149737839,679.810733009476,175.367625062165,127.154271745374,"grav",NA,NA,NA,NA,NA,NA,0.149999999999977,1.29999999999995,"A","A1.grav"
"A1","21022017",7.13194444444444,7,1605,"1540",124,58.7,0.3,383.98,383.86,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,0.110000000000014,0.120000000000005,-0.00999999999999091,1.40999999999997,1.39999999999998,0.00999999999999091,0.720420850708924,190.544,30,150,100.745248599245,72.6676359098009,1184.25674597763,752.478368919277,83.9543738327041,60.5563632581674,"grav",NA,NA,NA,NA,NA,NA,0.110000000000014,1.40999999999997,"A","A1.grav"
